"?SalesID","Sales Area","Product Name","Country","State","Quantity","Order Date","Price Paid"
1296817,"Region South-West","Big Pump","Spain","Galicia",3081,"2019-09-10","0,744"
1296818,"Region South-West","Big Pump","Spain","Madrid",3899,"2019-09-10","0,93"
1296819,"Region South-West","Big Pump","Spain","La Rioja",625,"2019-09-10","0,93"
1296820,"Region South-West","Big Pump","Spain","Murcia",634,"2019-09-10","0,93"
1296821,"Region South-West","Big Pump","Spain","Navarra",601,"2019-09-10","0,93"
1296822,"Region South-West","Big Pump","Spain","Valenciana",3169,"2019-09-10","0,93"
1296823,"Region North 2","Big Pump","Sweden","Stockholm",2538,"2019-09-10","1,44"
1296824,"Region North 2","Big Pump","Sweden","Västra Götaland",1680,"2019-09-10","1,44"
1296825,"Region North 2","Big Pump","Sweden","Skåne",1396,"2019-09-10","1,44"
1296826,"Region North 2","Big Pump","Sweden","Östergötland",437,"2019-09-10","1,44"
1296827,"Region North 2","Big Pump","Sweden","Uppsala",399,"2019-09-10","1,44"
1296828,"Region North 2","Big Pump","Sweden","Jönköping",351,"2019-09-10","1,44"
1296829,"Region North 2","Big Pump","Sweden","Halland",34,"2019-09-10","1,44"
1296830,"Region North 2","Big Pump","Sweden","Örebro",282,"2019-09-10","1,44"
1296831,"Region North 2","Big Pump","Sweden","Gävleborg",32,"2019-09-10","1,44"
1296832,"Region North 2","Big Pump","Sweden","Södermanland",319,"2019-09-10","1,44"
1296833,"Region Central","Big Pump","Switzerland","Basel-Stadt",157,"2019-09-10","1,54"
1296834,"Region Central","Big Pump","Switzerland","Bern",114,"2019-09-10","1,54"
1296835,"Region Central","Big Pump","Switzerland","Geneva",51,"2019-09-10","1,54"
1296836,"Region Central","Big Pump","Switzerland","Lucerne",57,"2019-09-10","1,54"
1296837,"Region Central","Big Pump","Switzerland","St. Gallen",64,"2019-09-10","1,232"
1296838,"Region Central","Big Pump","Switzerland","Vaud",49,"2019-09-10","1,54"
1296839,"Region Central","Big Pump","Switzerland","Zürich",168,"2019-09-10","1,54"
1296840,"Region North 1","Big Pump","United Kingdom","England",31986,"2019-09-10","1,32"
1296841,"Region North 1","Big Pump","United Kingdom","Scotland",6016,"2019-09-10","1,32"
1296842,"Region North 1","Big Pump","United Kingdom","Wales",607,"2019-09-10","1,32"
1296843,"Region Central","Kong Energy","Austria","Carinthia",402,"2019-09-10","1,65"
1296844,"Region Central","Kong Energy","Austria","Salzburg",856,"2019-09-10","1,65"
1296845,"Region Central","Kong Energy","Austria","Styria",517,"2019-09-10","1,32"
1296846,"Region Central","Kong Energy","Austria","Tyrol",422,"2019-09-10","1,65"
