"?SalesID","Sales Area","Product Name","Country","State","Quantity","Order Date","Price Paid"
1246769,"Region Central","Rockstar Energy Zero Sugar","Austria","Carinthia",1992,"2019-08-01","1"
1246770,"Region Central","Rockstar Energy Zero Sugar","Austria","Salzburg",3299,"2019-08-01","1"
1246771,"Region Central","Rockstar Energy Zero Sugar","Austria","Styria",1940,"2019-08-01","1"
1246772,"Region Central","Rockstar Energy Zero Sugar","Austria","Tyrol",2223,"2019-08-01","0,8"
1246773,"Region Central","Rockstar Energy Zero Sugar","Austria","Upper Austria",3586,"2019-08-01","1"
1246774,"Region Central","Rockstar Energy Zero Sugar","Austria","Vienna",5653,"2019-08-01","1"
1246775,"Region West","Rockstar Energy Zero Sugar","Belgium","Antwerp",2390,"2019-08-01","0,76"
1246776,"Region West","Rockstar Energy Zero Sugar","Belgium","Brussels",2638,"2019-08-01","0,95"
1246777,"Region West","Rockstar Energy Zero Sugar","Belgium","East Flanders",677,"2019-08-01","0,95"
1246778,"Region West","Rockstar Energy Zero Sugar","Belgium","Flemish Brabant",701,"2019-08-01","0,95"
1246779,"Region West","Rockstar Energy Zero Sugar","Belgium","Hainaut",655,"2019-08-01","0,95"
1246780,"Region West","Rockstar Energy Zero Sugar","Belgium","Limburg",1571,"2019-08-01","0,76"
1246781,"Region West","Rockstar Energy Zero Sugar","Belgium","Liège",815,"2019-08-01","0,76"
1246782,"Region West","Rockstar Energy Zero Sugar","Belgium","Namur",706,"2019-08-01","0,95"
1246783,"Region West","Rockstar Energy Zero Sugar","Belgium","West Flanders",669,"2019-08-01","0,95"
1246784,"Region North 2","Rockstar Energy Zero Sugar","Denmark","Central Jutland",2902,"2019-08-01","1,1"
1246785,"Region North 2","Rockstar Energy Zero Sugar","Denmark","Hovedstaden",7931,"2019-08-01","1,1"
1246786,"Region North 2","Rockstar Energy Zero Sugar","Denmark","South Denmark",1493,"2019-08-01","1,1"
1246787,"Region North 2","Rockstar Energy Zero Sugar","Denmark","Zealand",1460,"2019-08-01","1,1"
1246788,"Region North 2","Rockstar Energy Zero Sugar","Finland","Finland Proper",2203,"2019-08-01","1,03"
1246789,"Region North 2","Rockstar Energy Zero Sugar","Finland","Kymenlaakso",1441,"2019-08-01","1,03"
1246790,"Region North 2","Rockstar Energy Zero Sugar","Finland","Uusimaa",796,"2019-08-01","1,03"
1246791,"Region West","Rockstar Energy Zero Sugar","France","Alsace-Champagne-Ardenne-Lorraine",5010,"2019-08-01","0,95"
1246792,"Region West","Rockstar Energy Zero Sugar","France","Aquitaine-Limousin-Poitou-Charentes",6971,"2019-08-01","0,95"
1246793,"Region West","Rockstar Energy Zero Sugar","France","Auvergne-Rhône-Alpes",2531,"2019-08-01","0,95"
1246794,"Region West","Rockstar Energy Zero Sugar","France","Brittany",12502,"2019-08-01","0,95"
1246795,"Region West","Rockstar Energy Zero Sugar","France","Bourgogne-Franche-Comté",2325,"2019-08-01","0,95"
1246796,"Region West","Rockstar Energy Zero Sugar","France","Centre-Val de Loire",2771,"2019-08-01","0,95"
1246797,"Region West","Rockstar Energy Zero Sugar","France","Corsica",2504,"2019-08-01","0,95"
1246798,"Region West","Rockstar Energy Zero Sugar","France","Ile-de-France",7883,"2019-08-01","0,95"
1246799,"Region West","Rockstar Energy Zero Sugar","France","Languedoc-Roussillon-Midi-Pyrénées",2670,"2019-08-01","0,95"
1246800,"Region West","Rockstar Energy Zero Sugar","France","Normandy",15693,"2019-08-01","0,95"
1246801,"Region West","Rockstar Energy Zero Sugar","France","Nord-Pas-de-Calais-Picardie",5413,"2019-08-01","0,95"
1246802,"Region West","Rockstar Energy Zero Sugar","France","Pays de la Loire",9550,"2019-08-01","0,95"
1246803,"Region West","Rockstar Energy Zero Sugar","France","Provence-Alpes-Côte d'Azur",2651,"2019-08-01","0,95"
1246804,"Region Central","Rockstar Energy Zero Sugar","Germany","Baden-Württemberg",16156,"2019-08-01","1"
1246805,"Region Central","Rockstar Energy Zero Sugar","Germany","Bavaria",14664,"2019-08-01","1"
1246806,"Region Central","Rockstar Energy Zero Sugar","Germany","Berlin",3993,"2019-08-01","1"
1246807,"Region Central","Rockstar Energy Zero Sugar","Germany","Brandenburg",12271,"2019-08-01","0,8"
1246808,"Region Central","Rockstar Energy Zero Sugar","Germany","Bremen",1280,"2019-08-01","1"
1246809,"Region Central","Rockstar Energy Zero Sugar","Germany","Hamburg",2602,"2019-08-01","1"
