"?SalesID","Sales Area","Product Name","Country","State","Quantity","Order Date","Price Paid"
1397352,"Region Central","Rockstar Energy Zero Sugar","Austria","Carinthia",1512,"2019-12-01","1"
1397353,"Region Central","Rockstar Energy Zero Sugar","Austria","Salzburg",3589,"2019-12-01","1"
1397354,"Region Central","Rockstar Energy Zero Sugar","Austria","Styria",1794,"2019-12-01","1"
1397355,"Region Central","Rockstar Energy Zero Sugar","Austria","Tyrol",1604,"2019-12-01","1"
1397356,"Region Central","Rockstar Energy Zero Sugar","Austria","Upper Austria",3187,"2019-12-01","1"
1397357,"Region Central","Rockstar Energy Zero Sugar","Austria","Vienna",5083,"2019-12-01","1"
1397358,"Region West","Rockstar Energy Zero Sugar","Belgium","Antwerp",1951,"2019-12-01","0,95"
1397359,"Region West","Rockstar Energy Zero Sugar","Belgium","Brussels",2628,"2019-12-01","0,95"
1397360,"Region West","Rockstar Energy Zero Sugar","Belgium","East Flanders",548,"2019-12-01","0,95"
1397361,"Region West","Rockstar Energy Zero Sugar","Belgium","Flemish Brabant",589,"2019-12-01","0,95"
1397362,"Region West","Rockstar Energy Zero Sugar","Belgium","Hainaut",612,"2019-12-01","0,95"
1397363,"Region West","Rockstar Energy Zero Sugar","Belgium","Limburg",1282,"2019-12-01","0,95"
1397364,"Region West","Rockstar Energy Zero Sugar","Belgium","Liège",602,"2019-12-01","0,95"
1397365,"Region West","Rockstar Energy Zero Sugar","Belgium","Namur",636,"2019-12-01","0,95"
1397366,"Region West","Rockstar Energy Zero Sugar","Belgium","West Flanders",644,"2019-12-01","0,95"
1397367,"Region North 2","Rockstar Energy Zero Sugar","Denmark","Central Jutland",3127,"2019-12-01","1,1"
1397368,"Region North 2","Rockstar Energy Zero Sugar","Denmark","Hovedstaden",7528,"2019-12-01","1,1"
1397369,"Region North 2","Rockstar Energy Zero Sugar","Denmark","South Denmark",1474,"2019-12-01","1,1"
1397370,"Region North 2","Rockstar Energy Zero Sugar","Denmark","Zealand",1355,"2019-12-01","1,1"
1397371,"Region North 2","Rockstar Energy Zero Sugar","Finland","Finland Proper",2104,"2019-12-01","1,03"
1397372,"Region North 2","Rockstar Energy Zero Sugar","Finland","Kymenlaakso",1587,"2019-12-01","1,03"
1397373,"Region North 2","Rockstar Energy Zero Sugar","Finland","Uusimaa",762,"2019-12-01","1,03"
1397374,"Region West","Rockstar Energy Zero Sugar","France","Alsace-Champagne-Ardenne-Lorraine",4367,"2019-12-01","0,95"
1397375,"Region West","Rockstar Energy Zero Sugar","France","Aquitaine-Limousin-Poitou-Charentes",7119,"2019-12-01","0,95"
1397376,"Region West","Rockstar Energy Zero Sugar","France","Auvergne-Rhône-Alpes",2810,"2019-12-01","0,76"
1397377,"Region West","Rockstar Energy Zero Sugar","France","Brittany",14407,"2019-12-01","0,76"
1397378,"Region West","Rockstar Energy Zero Sugar","France","Bourgogne-Franche-Comté",2678,"2019-12-01","0,76"
1397379,"Region West","Rockstar Energy Zero Sugar","France","Centre-Val de Loire",2108,"2019-12-01","0,95"
1397380,"Region West","Rockstar Energy Zero Sugar","France","Corsica",2153,"2019-12-01","0,95"
1397381,"Region West","Rockstar Energy Zero Sugar","France","Ile-de-France",7132,"2019-12-01","0,95"
1397382,"Region West","Rockstar Energy Zero Sugar","France","Languedoc-Roussillon-Midi-Pyrénées",2451,"2019-12-01","0,95"
1397383,"Region West","Rockstar Energy Zero Sugar","France","Normandy",14716,"2019-12-01","0,95"
