"?SalesID","Sales Area","Product Name","Country","State","Quantity","Order Date","Price Paid"
1134428,"Region Central","Rockstar Energy Zero Sugar","Austria","Carinthia",1807,"2019-05-01","1"
1134429,"Region Central","Rockstar Energy Zero Sugar","Austria","Salzburg",3303,"2019-05-01","1"
1134430,"Region Central","Rockstar Energy Zero Sugar","Austria","Styria",1759,"2019-05-01","1"
1134431,"Region Central","Rockstar Energy Zero Sugar","Austria","Tyrol",2136,"2019-05-01","0,8"
1134432,"Region Central","Rockstar Energy Zero Sugar","Austria","Upper Austria",3637,"2019-05-01","1"
1134433,"Region Central","Rockstar Energy Zero Sugar","Austria","Vienna",5333,"2019-05-01","1"
1134434,"Region North 2","Rockstar Energy Zero Sugar","Denmark","Central Jutland",2538,"2019-05-01","1,1"
1134435,"Region North 2","Rockstar Energy Zero Sugar","Denmark","Hovedstaden",6581,"2019-05-01","1,1"
1134436,"Region North 2","Rockstar Energy Zero Sugar","Denmark","South Denmark",1312,"2019-05-01","1,1"
1134437,"Region North 2","Rockstar Energy Zero Sugar","Denmark","Zealand",1287,"2019-05-01","1,1"
1134438,"Region North 2","Rockstar Energy Zero Sugar","Finland","Finland Proper",2385,"2019-05-01","0,824"
1134439,"Region North 2","Rockstar Energy Zero Sugar","Finland","Kymenlaakso",1313,"2019-05-01","1,03"
1134440,"Region North 2","Rockstar Energy Zero Sugar","Finland","Uusimaa",678,"2019-05-01","1,03"
1134441,"Region Central","Rockstar Energy Zero Sugar","Germany","Baden-Württemberg",14885,"2019-05-01","1"
1134442,"Region Central","Rockstar Energy Zero Sugar","Germany","Bavaria",16530,"2019-05-01","0,8"
1134443,"Region Central","Rockstar Energy Zero Sugar","Germany","Berlin",3767,"2019-05-01","1"
1134444,"Region Central","Rockstar Energy Zero Sugar","Germany","Brandenburg",9570,"2019-05-01","1"
1134445,"Region Central","Rockstar Energy Zero Sugar","Germany","Bremen",1368,"2019-05-01","1"
1134446,"Region Central","Rockstar Energy Zero Sugar","Germany","Hamburg",2701,"2019-05-01","1"
1134447,"Region Central","Rockstar Energy Zero Sugar","Germany","Hesse",9084,"2019-05-01","1"
1134448,"Region Central","Rockstar Energy Zero Sugar","Germany","Lower Saxony",7915,"2019-05-01","0,8"
1134449,"Region Central","Rockstar Energy Zero Sugar","Germany","Mecklenburg-Vorpommern",1295,"2019-05-01","1"
1134450,"Region Central","Rockstar Energy Zero Sugar","Germany","North Rhine-Westphalia",16533,"2019-05-01","1"
1134451,"Region Central","Rockstar Energy Zero Sugar","Germany","Rhineland-Palatinate",11781,"2019-05-01","1"
1134452,"Region Central","Rockstar Energy Zero Sugar","Germany","Saarland",1329,"2019-05-01","1"
1134453,"Region Central","Rockstar Energy Zero Sugar","Germany","Saxony",9453,"2019-05-01","1"
1134454,"Region Central","Rockstar Energy Zero Sugar","Germany","Saxony-Anhalt",7533,"2019-05-01","0,8"
1134455,"Region Central","Rockstar Energy Zero Sugar","Germany","Schleswig-Holstein",3918,"2019-05-01","1"
1134456,"Region Central","Rockstar Energy Zero Sugar","Germany","Thuringia",7294,"2019-05-01","1"
1134457,"Region North 1","Rockstar Energy Zero Sugar","Ireland","Cork",1938,"2019-05-01","0,93"
1134458,"Region North 1","Rockstar Energy Zero Sugar","Ireland","Dublin",4475,"2019-05-01","0,93"
1134459,"Region North 1","Rockstar Energy Zero Sugar","Ireland","Galway",884,"2019-05-01","0,93"
1134460,"Region North 1","Rockstar Energy Zero Sugar","Ireland","South Dublin",2702,"2019-05-01","0,93"
1134461,"Region South","Rockstar Energy Zero Sugar","Italy","Abruzzi",4923,"2019-05-01","0,85"
1134462,"Region South","Rockstar Energy Zero Sugar","Italy","Apulia",5936,"2019-05-01","0,68"
1134463,"Region South","Rockstar Energy Zero Sugar","Italy","Basilicata",4785,"2019-05-01","0,85"
1134464,"Region South","Rockstar Energy Zero Sugar","Italy","Calabria",3013,"2019-05-01","0,85"
1134465,"Region South","Rockstar Energy Zero Sugar","Italy","Campania",5453,"2019-05-01","0,68"
1134466,"Region South","Rockstar Energy Zero Sugar","Italy","Emilia-Romagna",8401,"2019-05-01","0,85"
1134467,"Region South","Rockstar Energy Zero Sugar","Italy","Friuli-Venezia Giulia",4803,"2019-05-01","0,85"
1134468,"Region South","Rockstar Energy Zero Sugar","Italy","Lazio",5008,"2019-05-01","0,85"
1134469,"Region South","Rockstar Energy Zero Sugar","Italy","Liguria",9714,"2019-05-01","0,85"
1134470,"Region South","Rockstar Energy Zero Sugar","Italy","Lombardy",7844,"2019-05-01","0,85"
1134471,"Region South","Rockstar Energy Zero Sugar","Italy","Marche",4292,"2019-05-01","0,85"
1134472,"Region South","Rockstar Energy Zero Sugar","Italy","Piedmont",8833,"2019-05-01","0,85"
1134473,"Region South","Rockstar Energy Zero Sugar","Italy","Sardinia",1562,"2019-05-01","0,85"
1134474,"Region South","Rockstar Energy Zero Sugar","Italy","Sicily",4987,"2019-05-01","0,85"
1134475,"Region South","Rockstar Energy Zero Sugar","Italy","Trentino-Alto Adige",4761,"2019-05-01","0,85"
1134476,"Region South","Rockstar Energy Zero Sugar","Italy","Tuscany",6137,"2019-05-01","0,85"
1134477,"Region South","Rockstar Energy Zero Sugar","Italy","Umbria",4624,"2019-05-01","0,85"
1134478,"Region South","Rockstar Energy Zero Sugar","Italy","Veneto",4408,"2019-05-01","0,85"
1134479,"Region South","Rockstar Energy Zero Sugar","Italy","Molise",2287,"2019-05-01","0,85"
1134480,"Region North 2","Rockstar Energy Zero Sugar","Norway","Akershus",1316,"2019-05-01","1,3"
1134481,"Region North 2","Rockstar Energy Zero Sugar","Norway","Hordaland",1323,"2019-05-01","1,04"
1134482,"Region North 2","Rockstar Energy Zero Sugar","Norway","Rogaland",1082,"2019-05-01","1,3"
1134483,"Region North 2","Rockstar Energy Zero Sugar","Norway","Sør-Trøndelag",909,"2019-05-01","1,3"
1134484,"Region North 2","Rockstar Energy Zero Sugar","Norway","Østfold",682,"2019-05-01","1,3"
1134485,"Region North 2","Rockstar Energy Zero Sugar","Norway","Buskerud",569,"2019-05-01","1,3"
1134486,"Region North 2","Rockstar Energy Zero Sugar","Norway","Møre og Romsdal",603,"2019-05-01","1,3"
1134487,"Region North 2","Rockstar Energy Zero Sugar","Norway","Vestfold",556,"2019-05-01","1,3"
1134488,"Region North 2","Rockstar Energy Zero Sugar","Norway","Nordland",51,"2019-05-01","1,3"
1134489,"Region North 2","Rockstar Energy Zero Sugar","Norway","Hedmark",478,"2019-05-01","1,3"
1134490,"Region North 2","Rockstar Energy Zero Sugar","Norway","Oppland",367,"2019-05-01","1,3"
1134491,"Region North 2","Rockstar Energy Zero Sugar","Norway","Vest-Agder",450,"2019-05-01","1,04"
1134492,"Region North 2","Rockstar Energy Zero Sugar","Sweden","Stockholm",4883,"2019-05-01","1,25"
1134493,"Region North 2","Rockstar Energy Zero Sugar","Sweden","Västra Götaland",3576,"2019-05-01","1,25"
1134494,"Region North 2","Rockstar Energy Zero Sugar","Sweden","Skåne",2757,"2019-05-01","1,25"
1134495,"Region North 2","Rockstar Energy Zero Sugar","Sweden","Östergötland",1010,"2019-05-01","1,25"
1134496,"Region North 2","Rockstar Energy Zero Sugar","Sweden","Uppsala",985,"2019-05-01","1"
1134497,"Region North 2","Rockstar Energy Zero Sugar","Sweden","Jönköping",735,"2019-05-01","1,25"
1134498,"Region North 2","Rockstar Energy Zero Sugar","Sweden","Halland",86,"2019-05-01","1"
1134499,"Region North 2","Rockstar Energy Zero Sugar","Sweden","Örebro",807,"2019-05-01","1"
1134500,"Region North 2","Rockstar Energy Zero Sugar","Sweden","Gävleborg",59,"2019-05-01","1,25"
1134501,"Region North 2","Rockstar Energy Zero Sugar","Sweden","Södermanland",693,"2019-05-01","1,25"
1134502,"Region Central","Rockstar Energy Zero Sugar","Switzerland","Basel-Stadt",442,"2019-05-01","1,34"
1134503,"Region Central","Rockstar Energy Zero Sugar","Switzerland","Bern",271,"2019-05-01","1,34"
1134504,"Region Central","Rockstar Energy Zero Sugar","Switzerland","Geneva",150,"2019-05-01","1,34"
1134505,"Region Central","Rockstar Energy Zero Sugar","Switzerland","Lucerne",139,"2019-05-01","1,34"
1134506,"Region Central","Rockstar Energy Zero Sugar","Switzerland","St. Gallen",134,"2019-05-01","1,34"
1134507,"Region Central","Rockstar Energy Zero Sugar","Switzerland","Vaud",149,"2019-05-01","1,34"
1134508,"Region Central","Rockstar Energy Zero Sugar","Switzerland","Zürich",403,"2019-05-01","1,34"
1134509,"Region North 1","Rockstar Energy Zero Sugar","United Kingdom","England",87432,"2019-05-01","1,15"
1134510,"Region North 1","Rockstar Energy Zero Sugar","United Kingdom","Scotland",13183,"2019-05-01","1,15"
1134511,"Region North 1","Rockstar Energy Zero Sugar","United Kingdom","Wales",1506,"2019-05-01","1,15"
1134512,"Region Central","Red Bull","Austria","Carinthia",694,"2019-05-01","1"
1134513,"Region Central","Red Bull","Austria","Salzburg",1392,"2019-05-01","1"
1134514,"Region Central","Red Bull","Austria","Styria",596,"2019-05-01","1"
1134515,"Region Central","Red Bull","Austria","Tyrol",614,"2019-05-01","1"
1134516,"Region Central","Red Bull","Austria","Upper Austria",1356,"2019-05-01","1"
1134517,"Region Central","Red Bull","Austria","Vienna",1992,"2019-05-01","1"
1134518,"Region West","Red Bull","Belgium","Antwerp",1545,"2019-05-01","0,95"
1134519,"Region West","Red Bull","Belgium","Brussels",2332,"2019-05-01","0,95"
1134520,"Region West","Red Bull","Belgium","East Flanders",583,"2019-05-01","0,95"
1134521,"Region West","Red Bull","Belgium","Flemish Brabant",519,"2019-05-01","0,95"
1134522,"Region West","Red Bull","Belgium","Hainaut",545,"2019-05-01","0,95"
1134523,"Region West","Red Bull","Belgium","Limburg",1072,"2019-05-01","0,95"
1134524,"Region West","Red Bull","Belgium","Liège",513,"2019-05-01","0,95"
1134525,"Region West","Red Bull","Belgium","Namur",595,"2019-05-01","0,95"
1134526,"Region West","Red Bull","Belgium","West Flanders",531,"2019-05-01","0,95"
1134527,"Region North 2","Red Bull","Denmark","Central Jutland",819,"2019-05-01","1,1"
