"?SalesID","Sales Area","Product Name","Country","State","Quantity","Order Date","Price Paid"
1098714,"Region Central","Rockstar Energy Zero Sugar","Austria","Carinthia",1427,"2019-04-01","1"
1098715,"Region Central","Rockstar Energy Zero Sugar","Austria","Salzburg",2788,"2019-04-01","1"
1098716,"Region Central","Rockstar Energy Zero Sugar","Austria","Styria",1579,"2019-04-01","1"
1098717,"Region Central","Rockstar Energy Zero Sugar","Austria","Tyrol",1399,"2019-04-01","1"
1098718,"Region Central","Rockstar Energy Zero Sugar","Austria","Upper Austria",3150,"2019-04-01","1"
1098719,"Region Central","Rockstar Energy Zero Sugar","Austria","Vienna",4210,"2019-04-01","1"
1098720,"Region North 2","Rockstar Energy Zero Sugar","Denmark","Central Jutland",2428,"2019-04-01","1,1"
1098721,"Region North 2","Rockstar Energy Zero Sugar","Denmark","Hovedstaden",5658,"2019-04-01","1,1"
1098722,"Region North 2","Rockstar Energy Zero Sugar","Denmark","South Denmark",1174,"2019-04-01","1,1"
1098723,"Region North 2","Rockstar Energy Zero Sugar","Denmark","Zealand",1176,"2019-04-01","1,1"
1098724,"Region North 2","Rockstar Energy Zero Sugar","Finland","Finland Proper",1836,"2019-04-01","1,03"
1098725,"Region North 2","Rockstar Energy Zero Sugar","Finland","Kymenlaakso",1259,"2019-04-01","1,03"
1098726,"Region North 2","Rockstar Energy Zero Sugar","Finland","Uusimaa",620,"2019-04-01","1,03"
1098727,"Region Central","Rockstar Energy Zero Sugar","Germany","Baden-Württemberg",15000,"2019-04-01","1"
1098728,"Region Central","Rockstar Energy Zero Sugar","Germany","Bavaria",10748,"2019-04-01","1"
1098729,"Region Central","Rockstar Energy Zero Sugar","Germany","Berlin",3764,"2019-04-01","1"
1098730,"Region Central","Rockstar Energy Zero Sugar","Germany","Brandenburg",8811,"2019-04-01","1"
1098731,"Region Central","Rockstar Energy Zero Sugar","Germany","Bremen",1166,"2019-04-01","1"
1098732,"Region Central","Rockstar Energy Zero Sugar","Germany","Hamburg",2334,"2019-04-01","1"
1098733,"Region Central","Rockstar Energy Zero Sugar","Germany","Hesse",8284,"2019-04-01","1"
1098734,"Region Central","Rockstar Energy Zero Sugar","Germany","Lower Saxony",5898,"2019-04-01","1"
1098735,"Region Central","Rockstar Energy Zero Sugar","Germany","Mecklenburg-Vorpommern",1256,"2019-04-01","1"
1098736,"Region Central","Rockstar Energy Zero Sugar","Germany","North Rhine-Westphalia",14352,"2019-04-01","1"
1098737,"Region Central","Rockstar Energy Zero Sugar","Germany","Rhineland-Palatinate",10041,"2019-04-01","1"
1098738,"Region Central","Rockstar Energy Zero Sugar","Germany","Saarland",1066,"2019-04-01","1"
1098739,"Region Central","Rockstar Energy Zero Sugar","Germany","Saxony",8875,"2019-04-01","1"
1098740,"Region Central","Rockstar Energy Zero Sugar","Germany","Saxony-Anhalt",6087,"2019-04-01","1"
1098741,"Region Central","Rockstar Energy Zero Sugar","Germany","Schleswig-Holstein",3474,"2019-04-01","1"
1098742,"Region Central","Rockstar Energy Zero Sugar","Germany","Thuringia",6545,"2019-04-01","1"
1098743,"Region North 1","Rockstar Energy Zero Sugar","Ireland","Cork",1705,"2019-04-01","0,93"
1098744,"Region North 1","Rockstar Energy Zero Sugar","Ireland","Dublin",4364,"2019-04-01","0,93"
1098745,"Region North 1","Rockstar Energy Zero Sugar","Ireland","Galway",751,"2019-04-01","0,93"
1098746,"Region North 1","Rockstar Energy Zero Sugar","Ireland","South Dublin",2313,"2019-04-01","0,93"
1098747,"Region South","Rockstar Energy Zero Sugar","Italy","Abruzzi",4548,"2019-04-01","0,85"
1098748,"Region South","Rockstar Energy Zero Sugar","Italy","Apulia",4544,"2019-04-01","0,85"
1098749,"Region South","Rockstar Energy Zero Sugar","Italy","Basilicata",4078,"2019-04-01","0,85"
1098750,"Region South","Rockstar Energy Zero Sugar","Italy","Calabria",2757,"2019-04-01","0,85"
1098751,"Region South","Rockstar Energy Zero Sugar","Italy","Campania",4693,"2019-04-01","0,85"
1098752,"Region South","Rockstar Energy Zero Sugar","Italy","Emilia-Romagna",7277,"2019-04-01","0,85"
1098753,"Region South","Rockstar Energy Zero Sugar","Italy","Friuli-Venezia Giulia",4140,"2019-04-01","0,85"
1098754,"Region South","Rockstar Energy Zero Sugar","Italy","Lazio",3948,"2019-04-01","0,85"
1098755,"Region South","Rockstar Energy Zero Sugar","Italy","Liguria",9660,"2019-04-01","0,85"
1098756,"Region South","Rockstar Energy Zero Sugar","Italy","Lombardy",7034,"2019-04-01","0,85"
1098757,"Region South","Rockstar Energy Zero Sugar","Italy","Marche",4557,"2019-04-01","0,85"
1098758,"Region South","Rockstar Energy Zero Sugar","Italy","Piedmont",7782,"2019-04-01","0,85"
1098759,"Region South","Rockstar Energy Zero Sugar","Italy","Sardinia",1362,"2019-04-01","0,85"
1098760,"Region South","Rockstar Energy Zero Sugar","Italy","Sicily",4504,"2019-04-01","0,85"
1098761,"Region South","Rockstar Energy Zero Sugar","Italy","Trentino-Alto Adige",4322,"2019-04-01","0,85"
1098762,"Region South","Rockstar Energy Zero Sugar","Italy","Tuscany",6073,"2019-04-01","0,85"
1098763,"Region South","Rockstar Energy Zero Sugar","Italy","Umbria",4121,"2019-04-01","0,85"
1098764,"Region South","Rockstar Energy Zero Sugar","Italy","Veneto",4239,"2019-04-01","0,85"
1098765,"Region South","Rockstar Energy Zero Sugar","Italy","Molise",2226,"2019-04-01","0,85"
1098766,"Region North 2","Rockstar Energy Zero Sugar","Norway","Akershus",1449,"2019-04-01","1,04"
1098767,"Region North 2","Rockstar Energy Zero Sugar","Norway","Hordaland",990,"2019-04-01","1,3"
1098768,"Region North 2","Rockstar Energy Zero Sugar","Norway","Rogaland",1087,"2019-04-01","1,04"
1098769,"Region North 2","Rockstar Energy Zero Sugar","Norway","Sør-Trøndelag",774,"2019-04-01","1,3"
1098770,"Region North 2","Rockstar Energy Zero Sugar","Norway","Østfold",494,"2019-04-01","1,3"
1098771,"Region North 2","Rockstar Energy Zero Sugar","Norway","Buskerud",597,"2019-04-01","1,04"
1098772,"Region North 2","Rockstar Energy Zero Sugar","Norway","Møre og Romsdal",521,"2019-04-01","1,3"
1098773,"Region North 2","Rockstar Energy Zero Sugar","Norway","Vestfold",441,"2019-04-01","1,3"
1098774,"Region North 2","Rockstar Energy Zero Sugar","Norway","Nordland",39,"2019-04-01","1,3"
1098775,"Region North 2","Rockstar Energy Zero Sugar","Norway","Hedmark",394,"2019-04-01","1,3"
1098776,"Region North 2","Rockstar Energy Zero Sugar","Norway","Oppland",364,"2019-04-01","1,3"
1098777,"Region North 2","Rockstar Energy Zero Sugar","Norway","Vest-Agder",342,"2019-04-01","1,3"
1098778,"Region North 2","Rockstar Energy Zero Sugar","Sweden","Stockholm",4848,"2019-04-01","1,25"
1098779,"Region North 2","Rockstar Energy Zero Sugar","Sweden","Västra Götaland",3376,"2019-04-01","1,25"
1098780,"Region North 2","Rockstar Energy Zero Sugar","Sweden","Skåne",2747,"2019-04-01","1,25"
1098781,"Region North 2","Rockstar Energy Zero Sugar","Sweden","Östergötland",951,"2019-04-01","1,25"
1098782,"Region North 2","Rockstar Energy Zero Sugar","Sweden","Uppsala",694,"2019-04-01","1,25"
1098783,"Region North 2","Rockstar Energy Zero Sugar","Sweden","Jönköping",756,"2019-04-01","1,25"
1098784,"Region North 2","Rockstar Energy Zero Sugar","Sweden","Halland",64,"2019-04-01","1,25"
1098785,"Region North 2","Rockstar Energy Zero Sugar","Sweden","Örebro",608,"2019-04-01","1,25"
1098786,"Region North 2","Rockstar Energy Zero Sugar","Sweden","Gävleborg",57,"2019-04-01","1,25"
1098787,"Region North 2","Rockstar Energy Zero Sugar","Sweden","Södermanland",554,"2019-04-01","1,25"
1098788,"Region Central","Rockstar Energy Zero Sugar","Switzerland","Basel-Stadt",351,"2019-04-01","1,34"
1098789,"Region Central","Rockstar Energy Zero Sugar","Switzerland","Bern",276,"2019-04-01","1,34"
1098790,"Region Central","Rockstar Energy Zero Sugar","Switzerland","Geneva",118,"2019-04-01","1,34"
1098791,"Region Central","Rockstar Energy Zero Sugar","Switzerland","Lucerne",126,"2019-04-01","1,34"
1098792,"Region Central","Rockstar Energy Zero Sugar","Switzerland","St. Gallen",131,"2019-04-01","1,34"
1098793,"Region Central","Rockstar Energy Zero Sugar","Switzerland","Vaud",128,"2019-04-01","1,34"
1098794,"Region Central","Rockstar Energy Zero Sugar","Switzerland","Zürich",381,"2019-04-01","1,34"
1098795,"Region North 1","Rockstar Energy Zero Sugar","United Kingdom","England",74652,"2019-04-01","1,15"
1098796,"Region North 1","Rockstar Energy Zero Sugar","United Kingdom","Scotland",13571,"2019-04-01","1,15"
1098797,"Region North 1","Rockstar Energy Zero Sugar","United Kingdom","Wales",1263,"2019-04-01","1,15"
1098798,"Region Central","Red Bull","Austria","Carinthia",613,"2019-04-01","1"
1098799,"Region Central","Red Bull","Austria","Salzburg",1085,"2019-04-01","1"
1098800,"Region Central","Red Bull","Austria","Styria",576,"2019-04-01","1"
1098801,"Region Central","Red Bull","Austria","Tyrol",607,"2019-04-01","1"
1098802,"Region Central","Red Bull","Austria","Upper Austria",1221,"2019-04-01","1"
1098803,"Region Central","Red Bull","Austria","Vienna",1850,"2019-04-01","1"
1098804,"Region West","Red Bull","Belgium","Antwerp",1378,"2019-04-01","0,95"
1098805,"Region West","Red Bull","Belgium","Brussels",1831,"2019-04-01","0,95"
1098806,"Region West","Red Bull","Belgium","East Flanders",503,"2019-04-01","0,95"
1098807,"Region West","Red Bull","Belgium","Flemish Brabant",521,"2019-04-01","0,95"
1098808,"Region West","Red Bull","Belgium","Hainaut",457,"2019-04-01","0,95"
1098809,"Region West","Red Bull","Belgium","Limburg",984,"2019-04-01","0,95"
1098810,"Region West","Red Bull","Belgium","Liège",651,"2019-04-01","0,76"
1098811,"Region West","Red Bull","Belgium","Namur",494,"2019-04-01","0,95"
1098812,"Region West","Red Bull","Belgium","West Flanders",463,"2019-04-01","0,95"
1098813,"Region North 2","Red Bull","Denmark","Central Jutland",861,"2019-04-01","1,1"
1098814,"Region North 2","Red Bull","Denmark","Hovedstaden",2503,"2019-04-01","0,88"
1098815,"Region North 2","Red Bull","Denmark","South Denmark",370,"2019-04-01","1,1"
1098816,"Region North 2","Red Bull","Denmark","Zealand",444,"2019-04-01","1,1"
1098817,"Region North 2","Red Bull","Finland","Finland Proper",619,"2019-04-01","1,03"
1098818,"Region North 2","Red Bull","Finland","Kymenlaakso",441,"2019-04-01","1,03"
1098819,"Region North 2","Red Bull","Finland","Uusimaa",191,"2019-04-01","1,03"
1098820,"Region West","Red Bull","France","Alsace-Champagne-Ardenne-Lorraine",3799,"2019-04-01","0,95"
1098821,"Region West","Red Bull","France","Aquitaine-Limousin-Poitou-Charentes",6067,"2019-04-01","0,95"
1098822,"Region West","Red Bull","France","Auvergne-Rhône-Alpes",2032,"2019-04-01","0,95"
1098823,"Region West","Red Bull","France","Brittany",9665,"2019-04-01","0,95"
1098824,"Region West","Red Bull","France","Bourgogne-Franche-Comté",1808,"2019-04-01","0,95"
1098825,"Region West","Red Bull","France","Centre-Val de Loire",2117,"2019-04-01","0,95"
1098826,"Region West","Red Bull","France","Corsica",1918,"2019-04-01","0,95"
1098827,"Region West","Red Bull","France","Ile-de-France",5992,"2019-04-01","0,95"
1098828,"Region West","Red Bull","France","Languedoc-Roussillon-Midi-Pyrénées",1920,"2019-04-01","0,95"
1098829,"Region West","Red Bull","France","Normandy",11898,"2019-04-01","0,95"
1098830,"Region West","Red Bull","France","Nord-Pas-de-Calais-Picardie",3578,"2019-04-01","0,95"
1098831,"Region West","Red Bull","France","Pays de la Loire",7223,"2019-04-01","0,95"
1098832,"Region West","Red Bull","France","Provence-Alpes-Côte d'Azur",1916,"2019-04-01","0,95"
1098833,"Region Central","Red Bull","Germany","Baden-Württemberg",5187,"2019-04-01","1"
1098834,"Region Central","Red Bull","Germany","Bavaria",4849,"2019-04-01","1"
1098835,"Region Central","Red Bull","Germany","Berlin",1275,"2019-04-01","1"
1098836,"Region Central","Red Bull","Germany","Brandenburg",3160,"2019-04-01","1"
1098837,"Region Central","Red Bull","Germany","Bremen",488,"2019-04-01","1"
1098838,"Region Central","Red Bull","Germany","Hamburg",985,"2019-04-01","1"
1098839,"Region Central","Red Bull","Germany","Hesse",3319,"2019-04-01","1"
1098840,"Region Central","Red Bull","Germany","Lower Saxony",2299,"2019-04-01","1"
1098841,"Region Central","Red Bull","Germany","Mecklenburg-Vorpommern",416,"2019-04-01","1"
1098842,"Region Central","Red Bull","Germany","North Rhine-Westphalia",5533,"2019-04-01","1"
1098843,"Region Central","Red Bull","Germany","Rhineland-Palatinate",3938,"2019-04-01","1"
1098844,"Region Central","Red Bull","Germany","Saarland",451,"2019-04-01","1"
1098845,"Region Central","Red Bull","Germany","Saxony",3188,"2019-04-01","1"
1098846,"Region Central","Red Bull","Germany","Saxony-Anhalt",2450,"2019-04-01","1"
1098847,"Region Central","Red Bull","Germany","Schleswig-Holstein",1374,"2019-04-01","1"
1098848,"Region Central","Red Bull","Germany","Thuringia",2672,"2019-04-01","1"
1098849,"Region North 1","Red Bull","Ireland","Cork",441,"2019-04-01","0,93"
1098850,"Region North 1","Red Bull","Ireland","Dublin",1198,"2019-04-01","0,93"
1098851,"Region North 1","Red Bull","Ireland","Galway",231,"2019-04-01","0,93"
1098852,"Region North 1","Red Bull","Ireland","South Dublin",676,"2019-04-01","0,93"
1098853,"Region South","Red Bull","Italy","Abruzzi",1686,"2019-04-01","0,85"
1098854,"Region South","Red Bull","Italy","Apulia",1508,"2019-04-01","0,85"
1098855,"Region South","Red Bull","Italy","Basilicata",1450,"2019-04-01","0,85"
1098856,"Region South","Red Bull","Italy","Calabria",889,"2019-04-01","0,85"
1098857,"Region South","Red Bull","Italy","Campania",1475,"2019-04-01","0,85"
1098858,"Region South","Red Bull","Italy","Emilia-Romagna",2937,"2019-04-01","0,85"
1098859,"Region South","Red Bull","Italy","Friuli-Venezia Giulia",2031,"2019-04-01","0,68"
1098860,"Region South","Red Bull","Italy","Lazio",1710,"2019-04-01","0,85"
1098861,"Region South","Red Bull","Italy","Liguria",3016,"2019-04-01","0,85"
1098862,"Region South","Red Bull","Italy","Lombardy",3014,"2019-04-01","0,68"
1098863,"Region South","Red Bull","Italy","Marche",1554,"2019-04-01","0,85"
1098864,"Region South","Red Bull","Italy","Piedmont",3318,"2019-04-01","0,85"
1098865,"Region South","Red Bull","Italy","Sardinia",446,"2019-04-01","0,85"
1098866,"Region South","Red Bull","Italy","Sicily",1717,"2019-04-01","0,85"
1098867,"Region South","Red Bull","Italy","Trentino-Alto Adige",1442,"2019-04-01","0,85"
1098868,"Region South","Red Bull","Italy","Tuscany",2392,"2019-04-01","0,85"
1098869,"Region South","Red Bull","Italy","Umbria",1659,"2019-04-01","0,85"
1098870,"Region South","Red Bull","Italy","Veneto",1540,"2019-04-01","0,85"
1098871,"Region South","Red Bull","Italy","Molise",842,"2019-04-01","0,85"
1098872,"Region West","Red Bull","Netherlands","Drenthe",1972,"2019-04-01","1,1"
1098873,"Region West","Red Bull","Netherlands","Friesland",1437,"2019-04-01","0,88"
1098874,"Region West","Red Bull","Netherlands","Gelderland",2050,"2019-04-01","1,1"
1098875,"Region West","Red Bull","Netherlands","Groningen",1609,"2019-04-01","0,88"
1098876,"Region West","Red Bull","Netherlands","Limburg",2149,"2019-04-01","0,88"
1098877,"Region West","Red Bull","Netherlands","North Brabant",3116,"2019-04-01","1,1"
1098878,"Region West","Red Bull","Netherlands","North Holland",2445,"2019-04-01","1,1"
1098879,"Region West","Red Bull","Netherlands","Overijssel",2467,"2019-04-01","1,1"
1098880,"Region West","Red Bull","Netherlands","South Holland",2330,"2019-04-01","1,1"
1098881,"Region West","Red Bull","Netherlands","Utrecht",1766,"2019-04-01","1,1"
1098882,"Region West","Red Bull","Netherlands","Zeeland",1730,"2019-04-01","1,1"
1098883,"Region North 2","Red Bull","Norway","Akershus",376,"2019-04-01","1,3"
1098884,"Region North 2","Red Bull","Norway","Hordaland",369,"2019-04-01","1,3"
1098885,"Region North 2","Red Bull","Norway","Rogaland",327,"2019-04-01","1,3"
1098886,"Region North 2","Red Bull","Norway","Sør-Trøndelag",293,"2019-04-01","1,3"
1098887,"Region North 2","Red Bull","Norway","Østfold",196,"2019-04-01","1,3"
1098888,"Region North 2","Red Bull","Norway","Buskerud",186,"2019-04-01","1,3"
1098889,"Region North 2","Red Bull","Norway","Møre og Romsdal",179,"2019-04-01","1,3"
1098890,"Region North 2","Red Bull","Norway","Vestfold",154,"2019-04-01","1,3"
1098891,"Region North 2","Red Bull","Norway","Nordland",16,"2019-04-01","1,04"
1098892,"Region North 2","Red Bull","Norway","Hedmark",151,"2019-04-01","1,3"
1098893,"Region North 2","Red Bull","Norway","Oppland",127,"2019-04-01","1,3"
1098894,"Region North 2","Red Bull","Norway","Vest-Agder",124,"2019-04-01","1,3"
1098895,"Region South-West","Red Bull","Portugal","Aveiro",721,"2019-04-01","0,8"
1098896,"Region South-West","Red Bull","Portugal","Braga",1237,"2019-04-01","0,8"
1098897,"Region South-West","Red Bull","Portugal","Coimbra",728,"2019-04-01","0,8"
1098898,"Region South-West","Red Bull","Portugal","Lisboa",3554,"2019-04-01","0,8"
1098899,"Region South-West","Red Bull","Portugal","Porto",2493,"2019-04-01","0,64"
1098900,"Region South-West","Red Bull","Portugal","Setúbal",699,"2019-04-01","0,8"
1098901,"Region South-West","Red Bull","Spain","Andalusía",965,"2019-04-01","0,81"
1098902,"Region South-West","Red Bull","Spain","Asturias",1931,"2019-04-01","0,81"
1098903,"Region South-West","Red Bull","Spain","Balearic Islands",3244,"2019-04-01","0,81"
1098904,"Region South-West","Red Bull","Spain","Basque Country",1098,"2019-04-01","0,81"
1098905,"Region South-West","Red Bull","Spain","Cantabria",1039,"2019-04-01","0,81"
1098906,"Region South-West","Red Bull","Spain","Castile and León",2971,"2019-04-01","0,81"
1098907,"Region South-West","Red Bull","Spain","Castile-La Mancha",2177,"2019-04-01","0,81"
1098908,"Region South-West","Red Bull","Spain","Catalonia",6364,"2019-04-01","0,81"
1098909,"Region South-West","Red Bull","Spain","Aragon",4912,"2019-04-01","0,81"
