"?SalesID","Sales Area","Product Name","Country","State","Quantity","Order Date","Price Paid"
1051780,"Region South-West","Kong Energy","Spain","Catalonia",1448,"2019-02-18","1,34"
1051781,"Region South-West","Kong Energy","Spain","Aragon",959,"2019-02-18","1,34"
1051782,"Region South-West","Kong Energy","Spain","Extremadura",203,"2019-02-18","1,34"
1051783,"Region South-West","Kong Energy","Spain","Galicia",710,"2019-02-18","1,34"
1051784,"Region South-West","Kong Energy","Spain","Madrid",1464,"2019-02-18","1,072"
1051785,"Region South-West","Kong Energy","Spain","La Rioja",187,"2019-02-18","1,34"
1051786,"Region South-West","Kong Energy","Spain","Murcia",217,"2019-02-18","1,072"
1051787,"Region South-West","Kong Energy","Spain","Navarra",211,"2019-02-18","1,34"
1051788,"Region South-West","Kong Energy","Spain","Valenciana",878,"2019-02-18","1,34"
1051789,"Region North 2","Kong Energy","Sweden","Stockholm",377,"2019-02-18","2,06"
1051790,"Region North 2","Kong Energy","Sweden","Västra Götaland",284,"2019-02-18","2,06"
1051791,"Region North 2","Kong Energy","Sweden","Skåne",235,"2019-02-18","2,06"
1051792,"Region North 2","Kong Energy","Sweden","Östergötland",70,"2019-02-18","2,06"
1051793,"Region North 2","Kong Energy","Sweden","Uppsala",59,"2019-02-18","2,06"
1051794,"Region North 2","Kong Energy","Sweden","Jönköping",62,"2019-02-18","1,648"
1051795,"Region North 2","Kong Energy","Sweden","Halland",5,"2019-02-18","2,06"
1051796,"Region North 2","Kong Energy","Sweden","Örebro",60,"2019-02-18","1,648"
1051797,"Region North 2","Kong Energy","Sweden","Gävleborg",5,"2019-02-18","2,06"
1051798,"Region North 2","Kong Energy","Sweden","Södermanland",44,"2019-02-18","2,06"
1051799,"Region North 1","Kong Energy","United Kingdom","England",7437,"2019-02-18","1,9"
1051800,"Region North 1","Kong Energy","United Kingdom","Scotland",1147,"2019-02-18","1,9"
1051801,"Region North 1","Kong Energy","United Kingdom","Wales",131,"2019-02-18","1,9"
1051802,"Region Central","Monster Ultra White","Austria","Carinthia",112,"2019-02-18","1,99"
1051803,"Region Central","Monster Ultra White","Austria","Salzburg",223,"2019-02-18","1,99"
1051804,"Region Central","Monster Ultra White","Austria","Styria",104,"2019-02-18","1,99"
1051805,"Region Central","Monster Ultra White","Austria","Tyrol",107,"2019-02-18","1,99"
1051806,"Region Central","Monster Ultra White","Austria","Upper Austria",241,"2019-02-18","1,99"
